 num     #instances         #bytes  class name (module)
 351:            11            880  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLLLL (java.base@11.0.1)
 352:            22            880  java.lang.invoke.DirectMethodHandle$Special (java.base@11.0.1)
 353:             7            840  co.paralleluniverse.fibers.Fiber
 354:            35            840  java.lang.ProcessEnvironment$Value (java.base@11.0.1)
 355:            35            840  java.lang.ProcessEnvironment$Variable (java.base@11.0.1)
 356:            35            840  java.lang.management.ManagementPermission (java.management@11.0.1)
 357:            15            840  javax.management.openmbean.CompositeType (java.management@11.0.1)
 358:            35            840  sun.reflect.generics.visitor.Reifier (java.base@11.0.1)
 359:            34            816  java.io.ExpiringCache$Entry (java.base@11.0.1)
 360:            34            816  java.util.LinkedList$Node (java.base@11.0.1)
 361:            20            800  java.lang.NoSuchMethodError (java.base@11.0.1)
 362:            10            800  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLIILL (java.base@11.0.1)
 363:            20            800  java.lang.invoke.VarHandleObjects$FieldInstanceReadWrite (java.base@11.0.1)
 364:            28            792  [Ljava.security.ProtectionDomain; (java.base@11.0.1)
 365:            14            784  javax.management.openmbean.OpenMBeanParameterInfoSupport (java.management@11.0.1)
 366:            14            784  sun.util.calendar.ZoneInfo (java.base@11.0.1)
 367:            35            776  [Ljavax.management.MBeanNotificationInfo; (java.management@11.0.1)
 368:            32            768  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$IdentityMapping (java.management@11.0.1)
 369:            32            768  java.security.Provider$UString (java.base@11.0.1)
 370:            24            768  java.util.logging.LogManager$LoggerContext$1 (java.logging@11.0.1)
 371:            17            760  [Ljava.lang.invoke.LambdaForm$NamedFunction; (java.base@11.0.1)
 372:            19            760  java.io.BufferedInputStream (java.base@11.0.1)
 373:            19            760  java.io.DataOutputStream (java.base@11.0.1)
 374:            19            760  sun.reflect.generics.repository.MethodRepository (java.base@11.0.1)
 375:            47            752  java.util.LinkedHashMap$LinkedValues (java.base@11.0.1)
 376:             6            744  [Ljava.lang.ClassValue$Entry; (java.base@11.0.1)
 377:            31            744  java.lang.invoke.Invokers (java.base@11.0.1)
 378:            13            728  java.util.Properties (java.base@11.0.1)
 379:             5            720  [Lco.paralleluniverse.fibers.instrument.InstrumentMethod$FrameInfo;
 380:             9            720  [Ljava.lang.ThreadLocal$ThreadLocalMap$Entry; (java.base@11.0.1)
 381:            15            720  java.lang.reflect.ProxyGenerator$MethodInfo (java.base@11.0.1)
 382:             8            696  [D (java.base@11.0.1)
 383:            29            696  java.lang.RuntimePermission (java.base@11.0.1)
 384:            17            680  co.paralleluniverse.fibers.instrument.InstrumentMethod$FrameInfo
 385:            17            680  java.security.ProtectionDomain (java.base@11.0.1)
 386:            28            672  com.sun.jmx.mbeanserver.NamedObject (java.management@11.0.1)
 387:            12            672  java.util.logging.Logger (java.logging@11.0.1)
 388:            28            672  javax.management.ObjectInstance (java.management@11.0.1)
 389:            12            672  org.sqlite.jdbc4.JDBC4ResultSet
 390:            21            648  [Ljava.io.ObjectStreamField; (java.base@11.0.1)
 391:             9            648  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLLL (java.base@11.0.1)
 392:            27            648  java.util.regex.Pattern$BmpCharPropertyGreedy (java.base@11.0.1)
 393:            27            648  sun.reflect.generics.parser.SignatureParser (java.base@11.0.1)
 394:            16            640  com.sun.jmx.mbeanserver.PerInterface (java.management@11.0.1)
 395:            16            640  java.lang.Package$VersionInfo (java.base@11.0.1)
 396:            40            640  java.lang.invoke.StringConcatFactory$Recipe (java.base@11.0.1)
 397:             3            624  [Ljava.lang.invoke.LambdaForm; (java.base@11.0.1)
 398:            13            624  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CompositeMapping (java.management@11.0.1)
 399:            26            624  java.lang.invoke.InfoFromMemberName (java.base@11.0.1)
 400:            26            624  java.lang.invoke.InnerClassLambdaMetafactory$ForwardingMethodGenerator (java.base@11.0.1)
 401:            26            624  sun.reflect.generics.factory.CoreReflectionFactory (java.base@11.0.1)
 402:            10            608  [Ljava.util.Hashtable$Entry; (java.base@11.0.1)
 403:            19            608  java.io.RandomAccessFile (java.base@11.0.1)
 404:            19            608  java.util.Hashtable$Entry (java.base@11.0.1)
 405:            19            608  java.util.zip.ZipFile$CleanableResource (java.base@11.0.1)
 406:            19            608  sun.reflect.generics.tree.MethodTypeSignature (java.base@11.0.1)
 407:             9            576  io.hbt.bubblegum.core.kademlia.protobuf.BgKademliaMessage$KademliaMessage
 408:            24            576  java.lang.management.ManagementFactory$$Lambda$77/0x0000000800195040 (java.management@11.0.1)
 409:            18            576  java.util.LinkedList (java.base@11.0.1)
 410:            24            576  java.util.regex.Pattern$BmpCharProperty (java.base@11.0.1)
 411:            35            560  java.io.FileInputStream$1 (java.base@11.0.1)
 412:             7            560  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLLLLL (java.base@11.0.1)
 413:            14            560  java.util.StringJoiner (java.base@11.0.1)
 414:             7            560  java.util.concurrent.TimeUnit (java.base@11.0.1)
 415:            35            560  java.util.regex.Pattern$$Lambda$25/0x00000008000ed840 (java.base@11.0.1)
 416:            14            560  javax.management.openmbean.SimpleType (java.management@11.0.1)
 417:            23            552  com.google.protobuf.ByteString$LiteralByteString
 418:            23            552  java.lang.Class$AnnotationData (java.base@11.0.1)
 419:             2            544  [Lio.hbt.bubblegum.core.kademlia.router.RouterBucket;
 420:            27            544  [Ljavax.management.MBeanConstructorInfo; (java.management@11.0.1)
 421:            34            544  java.util.LinkedHashMap$LinkedEntrySet (java.base@11.0.1)
 422:             1            528  [Ljava.lang.Character; (java.base@11.0.1)
 423:             1            528  [Ljava.util.TimerTask; (java.base@11.0.1)
 424:            13            520  java.lang.NoSuchMethodException (java.base@11.0.1)
 425:            13            520  java.util.logging.Logger$ConfigurationData (java.logging@11.0.1)
 426:            16            512  java.net.InetAddress$InetAddressHolder (java.base@11.0.1)
 427:            16            512  java.time.temporal.ChronoUnit (java.base@11.0.1)
 428:            21            504  [Ljava.lang.reflect.TypeVariable; (java.base@11.0.1)
 429:             3            504  [Lorg.sqlite.SQLiteConfig$Pragma;
 430:            21            504  java.util.regex.Pattern$GroupHead (java.base@11.0.1)
 431:            21            504  java.util.regex.Pattern$GroupTail (java.base@11.0.1)
 432:             7            496  [Lsun.invoke.util.Wrapper; (java.base@11.0.1)
 433:             5            480  co.paralleluniverse.fibers.instrument.InstrumentMethod
 434:            20            480  co.paralleluniverse.fibers.instrument.NewValue
 435:            20            480  com.esotericsoftware.yamlbeans.tokenizer.TokenType
 436:             6            480  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLIIL (java.base@11.0.1)
 437:            15            480  java.util.concurrent.locks.ReentrantLock$NonfairSync (java.base@11.0.1)
 438:            15            480  java.util.regex.Pattern$Curly (java.base@11.0.1)
 439:            10            480  org.sqlite.jdbc4.JDBC4Statement
 440:            10            480  sun.invoke.util.Wrapper (java.base@11.0.1)
 441:            29            464  jdk.internal.logger.DefaultLoggerFinder$1 (java.base@11.0.1)
 442:            19            456  java.util.regex.Pattern$CharProperty (java.base@11.0.1)
 443:            19            456  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl (java.base@11.0.1)
 444:            19            456  sun.reflect.generics.scope.MethodScope (java.base@11.0.1)
 445:            14            448  [Ljava.lang.invoke.LambdaFormEditor$Transform; (java.base@11.0.1)
 446:             7            448  java.nio.DirectByteBuffer (java.base@11.0.1)
 447:            28            448  java.util.concurrent.atomic.AtomicInteger (java.base@11.0.1)
 448:             8            448  sun.management.MemoryPoolImpl (java.management@11.0.1)
 449:            12            440  [Ljava.lang.invoke.MethodType; (java.base@11.0.1)
 450:            11            440  java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle (java.base@11.0.1)
 451:            11            440  java.lang.reflect.ProxyGenerator$ProxyMethod (java.base@11.0.1)
 452:            11            440  java.util.IdentityHashMap (java.base@11.0.1)
 453:             6            432  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLI (java.base@11.0.1)
 454:             6            432  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLII (java.base@11.0.1)
 455:            18            432  java.text.DateFormat$Field (java.base@11.0.1)
 456:             9            432  java.util.Hashtable (java.base@11.0.1)
 457:            18            432  java.util.regex.Pattern$BitClass (java.base@11.0.1)
 458:            18            432  org.sqlite.SQLiteOpenMode
 459:             9            432  sun.util.locale.provider.LocaleResources$ResourceReference (java.base@11.0.1)
 460:             4            416  io.hbt.bubblegum.core.kademlia.protobuf.BgKademliaMessage$KademliaMessage$Builder
 461:            13            416  java.lang.invoke.SimpleMethodHandle (java.base@11.0.1)
 462:            13            416  java.util.concurrent.ConcurrentHashMap$ReservationNode (java.base@11.0.1)
 463:            13            416  java.util.logging.LogManager$4 (java.logging@11.0.1)
 464:            13            416  sun.security.jca.ProviderConfig (java.base@11.0.1)
 465:            17            408  java.time.Duration (java.base@11.0.1)
 466:            17            408  javax.management.StandardMBean (java.management@11.0.1)
 467:            10            400  java.lang.OutOfMemoryError (java.base@11.0.1)
 468:             5            400  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLLIIL (java.base@11.0.1)
 469:            10            400  java.net.DatagramPacket (java.base@11.0.1)
 470:            25            400  java.util.concurrent.atomic.AtomicBoolean (java.base@11.0.1)
 471:            10            400  jdk.internal.reflect.UnsafeQualifiedStaticObjectFieldAccessorImpl (java.base@11.0.1)
 472:            10            400  org.sqlite.SQLiteConnectionConfig
 473:             7            392  co.paralleluniverse.fibers.FiberForkJoinScheduler$FiberForkJoinTask
 474:             1            384  com.intellij.rt.execution.application.AppMainV2$1
 475:            16            384  com.sun.jmx.mbeanserver.MBeanAnalyzer (java.management@11.0.1)
 476:            16            384  com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMaker (java.management@11.0.1)
 477:             1            384  java.lang.ref.Finalizer$FinalizerThread (java.base@11.0.1)
 478:            12            384  java.security.Permissions (java.base@11.0.1)
 479:            16            384  java.util.Collections$1 (java.base@11.0.1)
 480:             1            384  java.util.TimerThread (java.base@11.0.1)
 481:             1            384  java.util.logging.LogManager$Cleaner (java.logging@11.0.1)
 482:             1            384  jdk.internal.misc.InnocuousThread (java.base@11.0.1)
 483:             8            384  sun.util.resources.Bundles$BundleReference (java.base@11.0.1)
 484:             1            376  java.lang.ref.Reference$ReferenceHandler (java.base@11.0.1)
 485:            22            368  [Lsun.reflect.generics.tree.FormalTypeParameter; (java.base@11.0.1)
 486:             9            360  java.io.FilePermission (java.base@11.0.1)
 487:             9            360  java.lang.ClassLoader$NativeLibrary (java.base@11.0.1)
 488:            11            352  co.paralleluniverse.fibers.instrument.SuspOffsetsAfterInstrClassVisitor$1$1$1
 489:            11            352  java.lang.invoke.VarHandleInts$FieldInstanceReadWrite (java.base@11.0.1)
 490:            11            352  java.lang.reflect.ProxyGenerator$FieldInfo (java.base@11.0.1)
 491:            11            352  java.security.BasicPermissionCollection (java.base@11.0.1)
 492:            11            352  javax.management.MBeanNotificationInfo (java.management@11.0.1)
 493:            19            344  [Lsun.reflect.generics.tree.TypeSignature; (java.base@11.0.1)
 494:             9            336  [Ljava.util.regex.Pattern$Node; (java.base@11.0.1)
 495:             1            336  co.paralleluniverse.concurrent.forkjoin.MonitoredForkJoinPool
 496:             6            336  java.nio.DirectLongBufferU (java.base@11.0.1)
 497:             7            336  sun.nio.cs.UTF_8$Encoder (java.base@11.0.1)
 498:             1            328  java.util.concurrent.ForkJoinPool (java.base@11.0.1)
 499:             5            320  com.google.protobuf.CodedInputStream$ArrayDecoder
 500:             5            320  java.lang.ClassValue$ClassValueMap (java.base@11.0.1)
 501:             5            320  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLI (java.base@11.0.1)
 502:             5            320  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLII (java.base@11.0.1)
 503:             4            320  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLIILL (java.base@11.0.1)
 504:             5            320  org.sqlite.core.NativeDB
 505:             8            320  sun.management.MemoryPoolImpl$CollectionSensor (java.management@11.0.1)
 506:             8            320  sun.management.MemoryPoolImpl$PoolSensor (java.management@11.0.1)
 507:            13            312  co.paralleluniverse.fibers.instrument.MethodDatabase$ExtractSuperClass
 508:            13            312  java.util.concurrent.atomic.AtomicLong (java.base@11.0.1)
 509:             2            288  [Ljava.lang.invoke.VarHandle$AccessMode; (java.base@11.0.1)
 510:            18            288  java.lang.Float (java.base@11.0.1)
 511:            12            288  java.net.StandardSocketOptions$StdSocketOption (java.base@11.0.1)
 512:            12            288  java.util.AbstractMap$SimpleImmutableEntry (java.base@11.0.1)
 513:             9            288  java.util.logging.Level (java.logging@11.0.1)
 514:             9            288  java.util.logging.Level$KnownLevel (java.logging@11.0.1)
 515:            18            288  java.util.regex.Pattern$$Lambda$27/0x00000008000ed040 (java.base@11.0.1)
 516:            12            288  java.util.regex.Pattern$$Lambda$28/0x00000008000ed440 (java.base@11.0.1)
 517:            18            288  java.util.regex.Pattern$BitClass$$Lambda$26/0x00000008000edc40 (java.base@11.0.1)
 518:             9            288  java.util.regex.Pattern$Branch (java.base@11.0.1)
 519:             9            288  jdk.internal.loader.BuiltinClassLoader$1 (java.base@11.0.1)
 520:             9            288  sun.util.resources.Bundles$CacheKey (java.base@11.0.1)
 521:             1            280  [Ljava.lang.invoke.LambdaForm$Kind; (java.base@11.0.1)
 522:             5            280  java.util.ServiceLoader (java.base@11.0.1)
 523:            17            272  [Ljava.security.Principal; (java.base@11.0.1)
 524:            17            272  java.security.ProtectionDomain$Key (java.base@11.0.1)
 525:            17            272  sun.invoke.util.ValueConversions$WrapperCache (java.base@11.0.1)
 526:            11            264  co.paralleluniverse.fibers.instrument.SuspOffsetsAfterInstrClassVisitor$1$1
 527:            11            264  java.lang.invoke.MethodHandleImpl$Intrinsic (java.base@11.0.1)
 528:            11            264  java.net.Inet4Address (java.base@11.0.1)
 529:            11            264  java.util.regex.Pattern$BmpCharPredicate$$Lambda$29/0x00000008000ec840 (java.base@11.0.1)
 530:             8            256  com.google.protobuf.CodedOutputStream$ArrayEncoder
 531:            16            256  com.sun.jmx.mbeanserver.PerInterface$InitMaps (java.management@11.0.1)
 532:             8            256  java.lang.ClassValue$Entry (java.base@11.0.1)
 533:             8            256  java.lang.reflect.ProxyGenerator$PrimitiveTypeInfo (java.base@11.0.1)
 534:             8            256  java.util.concurrent.ConcurrentHashMap$ForwardingNode (java.base@11.0.1)
 535:             8            256  java.util.concurrent.atomic.LongAdder (java.base@11.0.1)
 536:             4            256  java.util.stream.ReferencePipeline$7 (java.base@11.0.1)
 537:             5            240  co.paralleluniverse.fibers.instrument.TypeAnalyzer
 538:            10            240  com.esotericsoftware.yamlbeans.parser.EventType
 539:            15            240  com.esotericsoftware.yamlbeans.tokenizer.Token
 540:             3            240  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLLII (java.base@11.0.1)
 541:            10            240  java.lang.invoke.InnerClassLambdaMetafactory$1 (java.base@11.0.1)
 542:            10            240  java.nio.charset.CoderResult (java.base@11.0.1)
 543:            10            240  java.nio.file.StandardOpenOption (java.base@11.0.1)
 544:             6            240  java.util.EnumMap (java.base@11.0.1)
 545:            10            240  java.util.concurrent.ConcurrentHashMap$KeySetView (java.base@11.0.1)
 546:            10            240  java.util.concurrent.ConcurrentHashMap$MapEntry (java.base@11.0.1)
 547:             6            240  java.util.concurrent.ConcurrentSkipListMap$KeySpliterator (java.base@11.0.1)
 548:            10            240  java.util.concurrent.ConcurrentSkipListMap$Node (java.base@11.0.1)
 549:            10            240  java.util.regex.Pattern$Start (java.base@11.0.1)
 550:            10            240  jdk.internal.reflect.NativeMethodAccessorImpl (java.base@11.0.1)
 551:             7            224  co.paralleluniverse.fibers.Stack
 552:             7            224  co.paralleluniverse.strands.dataflow.Val
 553:             4            224  java.util.concurrent.ConcurrentHashMap$KeyIterator (java.base@11.0.1)
 554:             7            224  java.util.concurrent.ConcurrentLinkedQueue$Itr (java.base@11.0.1)
 555:             7            224  java.util.concurrent.ConcurrentSkipListMap$KeyIterator (java.base@11.0.1)
 556:             9            216  com.google.protobuf.UnknownFieldSet$Builder
 557:             9            216  java.lang.ThreadLocal$ThreadLocalMap (java.base@11.0.1)
 558:             3            216  java.lang.invoke.BoundMethodHandle$Species_LLLLLLIILLL (java.base@11.0.1)
 559:             3            216  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLLI (java.base@11.0.1)
 560:             3            216  java.text.DecimalFormatSymbols (java.base@11.0.1)
 561:             9            216  org.sqlite.date.FormatCache$MultipartKey
 562:             3            216  sun.security.provider.NativePRNG$RandomIO (java.base@11.0.1)
 563:             2            200  [Ljava.text.DateFormat$Field; (java.base@11.0.1)
 564:             5            200  java.util.ServiceLoader$LazyClassPathLookupIterator (java.base@11.0.1)
 565:             5            200  java.util.stream.StreamOpFlag (java.base@11.0.1)
 566:             4            192  com.google.common.collect.MapMakerInternalMap$StrongKeyWeakValueSegment
 567:             4            192  com.google.common.collect.MapMakerInternalMap$WeakKeyStrongValueSegment
 568:             6            192  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CollectionMapping (java.management@11.0.1)
 569:             8            192  java.io.FilePermissionCollection (java.base@11.0.1)
 570:             8            192  java.lang.StringCoding$Result (java.base@11.0.1)
 571:             6            192  java.lang.invoke.LambdaForm$BasicType (java.base@11.0.1)
 572:             8            192  java.math.RoundingMode (java.base@11.0.1)
 573:             4            192  java.net.SocketCleanable (java.base@11.0.1)
 574:             6            192  java.util.Collections$UnmodifiableMap (java.base@11.0.1)
 575:             8            192  java.util.regex.Pattern$Slice (java.base@11.0.1)
 576:             8            192  org.sqlite.SQLiteConfig$Encoding
 577:             1            184  [Lcom.sun.management.internal.DiagnosticCommandInfo; (jdk.management@11.0.1)
 578:            11            176  org.sqlite.date.FastDateParser$NumberStrategy
 579:             1            168  [[Ljava.math.BigInteger; (java.base@11.0.1)
 580:             7            168  co.paralleluniverse.strands.SimpleConditionSynchronizer
 581:             7            168  java.lang.System$Logger$Level (java.base@11.0.1)
 582:             3            168  java.lang.invoke.BoundMethodHandle$Species_LLIILL (java.base@11.0.1)
 583:             7            168  java.lang.invoke.VarForm (java.base@11.0.1)
 584:             7            168  java.net.NetPermission (java.base@11.0.1)
 585:             3            168  java.util.concurrent.ConcurrentHashMap$EntryIterator (java.base@11.0.1)
 586:             7            168  java.util.concurrent.ConcurrentLinkedQueue (java.base@11.0.1)
 587:             7            168  java.util.concurrent.ConcurrentLinkedQueue$Node (java.base@11.0.1)
 588:             7            168  java.util.jar.Manifest (java.base@11.0.1)
 589:             3            168  javax.management.openmbean.OpenMBeanOperationInfoSupport (java.management@11.0.1)
 590:             7            168  sun.reflect.generics.scope.ClassScope (java.base@11.0.1)
 591:             2            160  [Ljava.time.temporal.ChronoUnit; (java.base@11.0.1)
 592:             2            160  [Ljava.util.concurrent.ForkJoinPool$WorkQueue; (java.base@11.0.1)
 593:             3            160  [Ljava.util.logging.Level; (java.logging@11.0.1)
 594:             5            160  [Lsun.nio.fs.NativeBuffer; (java.base@11.0.1)
 595:             2            160  [[Ljava.lang.String; (java.base@11.0.1)
 596:             5            160  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$ArrayMapping (java.management@11.0.1)
 597:             5            160  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping (java.management@11.0.1)
 598:            10            160  io.hbt.bubblegum.core.kademlia.NodeID
 599:             4            160  io.hbt.bubblegum.core.kademlia.protobuf.BgKademliaFindRequest$KademliaFindRequest
 600:             5            160  io.hbt.bubblegum.core.kademlia.protobuf.BgKademliaPing$KademliaPing
 601:            10            160  java.lang.ThreadLocal (java.base@11.0.1)
 602:             2            160  java.lang.invoke.BoundMethodHandle$Species_LLLLLLIILLLL (java.base@11.0.1)
 603:             2            160  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLLLII (java.base@11.0.1)
 604:             4            160  java.lang.invoke.DirectMethodHandle$Constructor (java.base@11.0.1)
 605:             4            160  java.lang.invoke.DirectMethodHandle$Interface (java.base@11.0.1)
 606:             5            160  java.lang.invoke.VarHandle$AccessType (java.base@11.0.1)
 607:             5            160  java.net.Inet6Address (java.base@11.0.1)
 608:             5            160  java.net.Inet6Address$Inet6AddressHolder (java.base@11.0.1)
 609:             5            160  java.util.ArrayList$ArrayListSpliterator (java.base@11.0.1)
 610:            10            160  java.util.Formatter$Flags (java.base@11.0.1)
 611:             4            160  java.util.HashMap$EntrySpliterator (java.base@11.0.1)
 612:             5            160  java.util.RegularEnumSet (java.base@11.0.1)
 613:             5            160  java.util.ServiceLoader$ModuleServicesLookupIterator (java.base@11.0.1)
 614:             5            160  javax.management.MBeanConstructorInfo (java.management@11.0.1)
 615:             4            160  javax.management.NotCompliantMBeanException (java.management@11.0.1)
 616:             5            160  javax.management.StandardEmitterMBean (java.management@11.0.1)
 617:            10            160  jdk.internal.reflect.DelegatingMethodAccessorImpl (java.base@11.0.1)
 618:             5            160  org.sqlite.SQLiteConfig
 619:             5            160  org.sqlite.jdbc4.JDBC4Connection
 620:             5            160  sun.nio.fs.NativeBuffer (java.base@11.0.1)
 621:             5            160  sun.util.locale.provider.LocaleProviderAdapter$Type (java.base@11.0.1)
 622:             6            144  [Ljava.util.Enumeration; (java.base@11.0.1)
 623:             1            144  [Ljava.util.concurrent.ForkJoinTask$ExceptionNode; (java.base@11.0.1)
 624:             6            144  co.paralleluniverse.strands.Strand$State
 625:             2            144  io.hbt.bubblegum.core.kademlia.activities.FindActivity
 626:             6            144  java.lang.CompoundEnumeration (java.base@11.0.1)
 627:             3            144  java.lang.ThreadGroup (java.base@11.0.1)
 628:             2            144  java.lang.invoke.BoundMethodHandle$Species_LLLLLLIILL (java.base@11.0.1)
 629:             6            144  java.lang.invoke.StringConcatFactory$Strategy (java.base@11.0.1)
 630:             3            144  java.net.DatagramSocket (java.base@11.0.1)
 631:             6            144  java.net.InterfaceAddress (java.base@11.0.1)
 632:             3            144  java.net.PlainDatagramSocketImpl (java.base@11.0.1)
 633:             1            144  java.text.DecimalFormat (java.base@11.0.1)
 634:             3            144  java.util.concurrent.ConcurrentSkipListMap (java.base@11.0.1)
 635:             6            144  java.util.concurrent.ConcurrentSkipListMap$Index (java.base@11.0.1)
 636:             2            144  java.util.regex.Matcher (java.base@11.0.1)
 637:             9            144  java.util.regex.Pattern$BranchConn (java.base@11.0.1)
 638:             9            144  java.util.regex.Pattern$CharPredicate$$Lambda$30/0x00000008000ec040 (java.base@11.0.1)
 639:             6            144  jdk.internal.perf.PerfCounter (java.base@11.0.1)
 640:             1            144  jdk.internal.reflect.MethodAccessorGenerator (java.base@11.0.1)
 641:             6            144  org.sqlite.SQLiteConfig$JournalMode
 642:             9            144  sun.util.logging.internal.LoggingProviderImpl$JULWrapper (java.logging@11.0.1)
 643:             4            136  [Lsun.invoke.util.ValueConversions$WrapperCache; (java.base@11.0.1)
 644:             2            128  io.hbt.bubblegum.core.BubblegumCellServer
 645:             2            128  java.io.ExpiringCache$1 (java.base@11.0.1)
 646:             4            128  java.util.Vector (java.base@11.0.1)
 647:             8            128  java.util.concurrent.atomic.AtomicReferenceArray (java.base@11.0.1)
 648:             4            128  jdk.internal.reflect.ClassFileAssembler (java.base@11.0.1)
 649:             2            128  org.sqlite.jdbc4.JDBC4PreparedStatement
 650:             4            128  sun.util.locale.provider.LocaleResources (java.base@11.0.1)
 651:             3            120  [Ljava.lang.invoke.LambdaForm$BasicType; (java.base@11.0.1)
 652:             5            120  [Ljava.security.Permission; (java.base@11.0.1)
 653:             5            120  co.paralleluniverse.asm.TypePath
 654:             5            120  co.paralleluniverse.fibers.instrument.TypeInterpreter
 655:             3            120  io.hbt.bubblegum.core.kademlia.protobuf.BgKademliaFindNodeResponse$KademliaFindNodeResponse
 656:             3            120  io.hbt.bubblegum.core.kademlia.router.RouterNode
 657:             5            120  java.util.Collections$SynchronizedSet (java.base@11.0.1)
 658:             5            120  java.util.ServiceLoader$2 (java.base@11.0.1)
 659:             5            120  java.util.stream.FindOps$FindSink$OfRef (java.base@11.0.1)
 660:             5            120  java.util.stream.StreamOpFlag$Type (java.base@11.0.1)
 661:             1            120  jdk.internal.loader.ClassLoaders$AppClassLoader (java.base@11.0.1)
 662:             3            120  jdk.internal.math.FloatingDecimal$BinaryToASCIIBuffer (java.base@11.0.1)
 663:             5            120  jdk.internal.math.FloatingDecimal$PreparedASCIIToBinaryBuffer (java.base@11.0.1)
 664:             5            120  jdk.net.ExtendedSocketOptions$ExtSocketOption (jdk.net@11.0.1)
 665:             5            120  sun.nio.fs.NativeBuffer$Deallocator (java.base@11.0.1)
 666:             4            112  [F (java.base@11.0.1)
 667:             4            112  [Ljava.net.InetAddress; (java.base@11.0.1)
 668:             3            112  [[Lco.paralleluniverse.asm.Label;
 669:             7            112  co.paralleluniverse.concurrent.forkjoin.ParkableForkJoinTask$DummyRunnable
 670:             7            112  co.paralleluniverse.fibers.Fiber$DummyRunnable
 671:             7            112  co.paralleluniverse.strands.SuspendableUtils$VoidSuspendableCallable
 672:             2            112  com.google.common.collect.MapMakerInternalMap
 673:             2            112  io.hbt.bubblegum.core.kademlia.activities.PingActivity
 674:             2            112  java.lang.invoke.BoundMethodHandle$Species_LLIILLL (java.base@11.0.1)
 675:             2            112  java.lang.invoke.BoundMethodHandle$Species_LLLIILL (java.base@11.0.1)
 676:             2            112  java.nio.DirectIntBufferRU (java.base@11.0.1)
 677:             7            112  java.util.TreeSet (java.base@11.0.1)
 678:             7            112  java.util.concurrent.locks.ReentrantLock (java.base@11.0.1)
 679:             7            112  java.util.jar.Attributes (java.base@11.0.1)
 680:             7            112  java.util.regex.CharPredicates$$Lambda$37/0x000000080012fc40 (java.base@11.0.1)
 681:             1            112  jdk.internal.loader.ClassLoaders$BootClassLoader (java.base@11.0.1)
 682:             1            112  jdk.internal.loader.ClassLoaders$PlatformClassLoader (java.base@11.0.1)
 683:             1            104  co.paralleluniverse.fibers.JMXFibersMonitor
 684:             1            104  sun.security.jca.ProviderList$1 (java.base@11.0.1)
 685:             1            104  sun.security.provider.Sun (java.base@11.0.1)
 686:             3             96  [Lco.paralleluniverse.common.monitoring.MonitorType;
 687:             1             96  [Lcom.esotericsoftware.yamlbeans.tokenizer.TokenType;
 688:             2             96  [Ljava.util.concurrent.TimeUnit; (java.base@11.0.1)
 689:             3             96  [Ljdk.internal.jimage.ImageBufferCache$BufferReference; (java.base@11.0.1)
 690:             2             96  co.paralleluniverse.asm.tree.LookupSwitchInsnNode
 691:             2             96  co.paralleluniverse.fibers.instrument.InstrumentMethod$BlockLabelNode
 692:             3             96  com.google.common.collect.MapMakerInternalMap$StrongKeyWeakValueEntry
 693:             3             96  com.google.common.collect.MapMakerInternalMap$WeakValueReferenceImpl
 694:             2             96  com.sun.management.internal.GarbageCollectorExtImpl (jdk.management@11.0.1)
 695:             4             96  io.hbt.bubblegum.core.BubblegumCellServer$$Lambda$71/0x0000000800197440
 696:             2             96  io.hbt.bubblegum.core.kademlia.BubblegumNode
 697:             6             96  io.hbt.bubblegum.core.kademlia.NodeID$$Lambda$88/0x00000008001eec40
 698:             6             96  io.hbt.bubblegum.core.kademlia.activities.ActivityExecutionContext$$Lambda$72/0x0000000800196840
 699:             4             96  java.lang.NamedPackage (java.base@11.0.1)
 700:             3             96  java.lang.Runtime$Version (java.base@11.0.1)
 701:             4             96  java.lang.WeakPairMap$Pair$Lookup (java.base@11.0.1)
 702:             2             96  java.lang.invoke.BoundMethodHandle$Species_LLII (java.base@11.0.1)
 703:             2             96  java.lang.invoke.BoundMethodHandle$Species_LLIIL (java.base@11.0.1)
