 num     #instances         #bytes  class name (module)
1060:             1             24  java.lang.management.DefaultPlatformMBeanProvider$2 (java.management@11.0.1)
1061:             1             24  java.lang.management.DefaultPlatformMBeanProvider$3 (java.management@11.0.1)
1062:             1             24  java.lang.management.DefaultPlatformMBeanProvider$4 (java.management@11.0.1)
1063:             1             24  java.lang.management.DefaultPlatformMBeanProvider$5 (java.management@11.0.1)
1064:             1             24  java.lang.management.DefaultPlatformMBeanProvider$6 (java.management@11.0.1)
1065:             1             24  java.lang.management.DefaultPlatformMBeanProvider$7 (java.management@11.0.1)
1066:             1             24  java.lang.management.DefaultPlatformMBeanProvider$8 (java.management@11.0.1)
1067:             1             24  java.lang.management.DefaultPlatformMBeanProvider$9 (java.management@11.0.1)
1068:             1             24  java.net.Inet6AddressImpl (java.base@11.0.1)
1069:             1             24  java.net.Proxy (java.base@11.0.1)
1070:             1             24  java.security.AllPermissionCollection (java.base@11.0.1)
1071:             1             24  java.sql.DriverInfo (java.sql@11.0.1)
1072:             1             24  java.util.Collections$EmptyMap (java.base@11.0.1)
1073:             1             24  java.util.Collections$SynchronizedCollection (java.base@11.0.1)
1074:             1             24  java.util.Locale$Cache (java.base@11.0.1)
1075:             1             24  java.util.ResourceBundle$Control$CandidateListCache (java.base@11.0.1)
1076:             1             24  java.util.TaskQueue (java.base@11.0.1)
1077:             1             24  java.util.Timer (java.base@11.0.1)
1078:             1             24  java.util.concurrent.locks.ReentrantReadWriteLock (java.base@11.0.1)
1079:             1             24  java.util.logging.LogManager$2 (java.logging@11.0.1)
1080:             1             24  java.util.logging.LogManager$LoggerContext (java.logging@11.0.1)
1081:             1             24  java.util.regex.Pattern$CharPropertyGreedy (java.base@11.0.1)
1082:             1             24  java.util.stream.Collectors$$Lambda$81/0x0000000800194440 (java.base@11.0.1)
1083:             1             24  java.util.stream.ForEachOps$ForEachOp$OfRef (java.base@11.0.1)
1084:             1             24  java.util.zip.ZipCoder$UTF8 (java.base@11.0.1)
1085:             1             24  javax.management.MBeanInfo$ArrayGettersSafeAction (java.management@11.0.1)
1086:             1             24  jdk.internal.jimage.ImageReader (java.base@11.0.1)
1087:             1             24  jdk.internal.loader.URLClassPath$FileLoader (java.base@11.0.1)
1088:             1             24  jdk.internal.logger.BootstrapLogger$RedirectedLoggers (java.base@11.0.1)
1089:             1             24  jdk.internal.module.IllegalAccessLogger$$Lambda$69/0x0000000800197c40 (java.base@11.0.1)
1090:             1             24  jdk.internal.module.ModuleBootstrap$SafeModuleFinder (java.base@11.0.1)
1091:             1             24  jdk.internal.module.ModuleHashes (java.base@11.0.1)
1092:             1             24  jdk.internal.reflect.Label$PatchInfo (java.base@11.0.1)
1093:             1             24  jdk.internal.util.jar.JarIndex (java.base@11.0.1)
1094:             1             24  jdk.management.jfr.StreamManager (jdk.management.jfr@11.0.1)
1095:             1             24  jdk.management.jfr.internal.FlightRecorderMXBeanProvider$SingleMBeanComponent (jdk.management.jfr@11.0.1)
1096:             1             24  org.sqlite.date.FastDateFormat
1097:             1             24  sun.instrument.TransformerManager$TransformerInfo (java.instrument@11.0.1)
1098:             1             24  sun.management.CompilationImpl (java.management@11.0.1)
1099:             1             24  sun.management.ManagementFactoryHelper$LoggingMXBeanAccess (java.management@11.0.1)
1100:             1             24  sun.management.ManagementFactoryHelper$PlatformLoggingImpl (java.management@11.0.1)
1101:             1             24  sun.management.MemoryImpl (java.management@11.0.1)
1102:             1             24  sun.management.RuntimeImpl (java.management@11.0.1)
1103:             1             24  sun.management.VMManagementImpl (java.management@11.0.1)
1104:             1             24  sun.net.ProgressMonitor (java.base@11.0.1)
1105:             1             24  sun.net.sdp.SdpProvider (java.base@11.0.1)
1106:             1             24  sun.nio.cs.ISO_8859_1 (java.base@11.0.1)
1107:             1             24  sun.nio.cs.ThreadLocalCoders$1 (java.base@11.0.1)
1108:             1             24  sun.nio.cs.ThreadLocalCoders$2 (java.base@11.0.1)
1109:             1             24  sun.nio.cs.US_ASCII (java.base@11.0.1)
1110:             1             24  sun.nio.cs.UTF_16 (java.base@11.0.1)
1111:             1             24  sun.nio.cs.UTF_16BE (java.base@11.0.1)
1112:             1             24  sun.nio.cs.UTF_16LE (java.base@11.0.1)
1113:             1             24  sun.nio.cs.UTF_8 (java.base@11.0.1)
1114:             1             24  sun.util.cldr.CLDRCalendarDataProviderImpl (java.base@11.0.1)
1115:             1             24  sun.util.cldr.CLDRTimeZoneNameProviderImpl (java.base@11.0.1)
1116:             1             24  sun.util.locale.BaseLocale$Cache (java.base@11.0.1)
1117:             1             24  sun.util.locale.provider.CalendarProviderImpl (java.base@11.0.1)
1118:             1             24  sun.util.locale.provider.DateFormatProviderImpl (java.base@11.0.1)
1119:             1             24  sun.util.locale.provider.DateFormatSymbolsProviderImpl (java.base@11.0.1)
1120:             1             24  sun.util.locale.provider.DecimalFormatSymbolsProviderImpl (java.base@11.0.1)
1121:             1             24  sun.util.locale.provider.NumberFormatProviderImpl (java.base@11.0.1)
1122:             1             24  sun.util.locale.provider.TimeZoneNameProviderImpl (java.base@11.0.1)
1123:             1             24  sun.util.resources.LocaleData$1 (java.base@11.0.1)
1124:             1             16  [Ljava.lang.Throwable; (java.base@11.0.1)
1125:             1             16  [Ljava.net.NetworkInterface; (java.base@11.0.1)
1126:             1             16  [Ljava.nio.file.attribute.FileAttribute; (java.base@11.0.1)
1127:             1             16  [Ljava.security.Provider; (java.base@11.0.1)
1128:             1             16  [Ljava.security.cert.Certificate; (java.base@11.0.1)
1129:             1             16  [Ljava.text.FieldPosition; (java.base@11.0.1)
1130:             1             16  [Ljava.util.logging.Handler; (java.logging@11.0.1)
1131:             1             16  co.paralleluniverse.common.monitoring.MonitoringServices$1
1132:             1             16  co.paralleluniverse.common.monitoring.MonitoringServices$3
1133:             1             16  co.paralleluniverse.common.monitoring.MonitoringServices$4
1134:             1             16  co.paralleluniverse.common.util.Debug$3
1135:             1             16  co.paralleluniverse.fibers.Fiber$1
1136:             1             16  co.paralleluniverse.fibers.FiberTimedScheduler$1
1137:             1             16  co.paralleluniverse.fibers.instrument.JavaAgent$1
1138:             1             16  co.paralleluniverse.fibers.instrument.JavaAgent$Transformer
1139:             1             16  com.google.common.base.Equivalence$Equals
1140:             1             16  com.google.common.base.Equivalence$Identity
1141:             1             16  com.google.common.collect.MapMakerInternalMap$1
1142:             1             16  com.google.common.collect.MapMakerInternalMap$StrongKeyWeakValueEntry$Helper
1143:             1             16  com.google.common.collect.MapMakerInternalMap$WeakKeyStrongValueEntry$Helper
1144:             1             16  com.google.protobuf.ByteString$ArraysByteArrayCopier
1145:             1             16  com.google.protobuf.ExtensionRegistryLite
1146:             1             16  com.google.protobuf.UnknownFieldSet
1147:             1             16  com.google.protobuf.UnknownFieldSet$Parser
1148:             1             16  com.google.protobuf.UnsafeUtil$1
1149:             1             16  com.google.protobuf.UnsafeUtil$JvmMemoryAccessor
1150:             1             16  com.google.protobuf.Utf8$UnsafeProcessor
1151:             1             16  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor$ResourceContext$1 (java.management@11.0.1)
1152:             1             16  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory (java.management@11.0.1)
1153:             1             16  com.sun.jmx.mbeanserver.DescriptorCache (java.management@11.0.1)
1154:             1             16  com.sun.jmx.mbeanserver.JmxMBeanServer$2 (java.management@11.0.1)
1155:             1             16  com.sun.jmx.mbeanserver.JmxMBeanServer$3 (java.management@11.0.1)
1156:             1             16  com.sun.jmx.mbeanserver.MBeanAnalyzer$MethodOrder (java.management@11.0.1)
1157:             1             16  com.sun.jmx.mbeanserver.MBeanInstantiator (java.management@11.0.1)
1158:             1             16  com.sun.jmx.mbeanserver.MXBeanIntrospector (java.management@11.0.1)
1159:             1             16  com.sun.jmx.mbeanserver.SecureClassLoaderRepository (java.management@11.0.1)
1160:             1             16  com.sun.management.internal.DiagnosticCommandImpl$OperationInfoComparator (jdk.management@11.0.1)
1161:             1             16  com.sun.management.internal.HotSpotDiagnostic (jdk.management@11.0.1)
1162:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl (jdk.management@11.0.1)
1163:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl$$Lambda$47/0x000000080015d440 (jdk.management@11.0.1)
1164:             1             16  com.sun.proxy.$Proxy0
1165:             1             16  com.sun.proxy.$Proxy1
1166:             1             16  io.hbt.bubblegum.core.databasing.ContentDatabase
1167:             1             16  io.hbt.bubblegum.core.databasing.MasterDatabase
1168:             1             16  io.hbt.bubblegum.core.kademlia.BubblegumNode$$Lambda$64/0x000000080016f840
1169:             1             16  io.hbt.bubblegum.core.kademlia.activities.ActivityExecutionContext$$Lambda$89/0x00000008001ef040
1170:             1             16  io.hbt.bubblegum.core.kademlia.activities.FindActivity$$Lambda$90/0x00000008001f9840
1171:             1             16  io.hbt.bubblegum.core.kademlia.activities.PingActivity$$Lambda$65/0x000000080016a440
1172:             1             16  io.hbt.bubblegum.core.kademlia.protobuf.BgKademliaFindNodeResponse$KademliaFindNodeResponse$1
1173:             1             16  io.hbt.bubblegum.core.kademlia.protobuf.BgKademliaFindRequest$KademliaFindRequest$1
1174:             1             16  io.hbt.bubblegum.core.kademlia.protobuf.BgKademliaMessage$KademliaMessage$1
1175:             1             16  io.hbt.bubblegum.core.kademlia.protobuf.BgKademliaPing$KademliaPing$1
1176:             1             16  io.hbt.bubblegum.simulator.Simulator$$Lambda$43/0x000000080015c440
1177:             1             16  java.io.DeleteOnExitHook$1 (java.base@11.0.1)
1178:             1             16  java.io.FileDescriptor$1 (java.base@11.0.1)
1179:             1             16  java.io.FilePermission$1 (java.base@11.0.1)
1180:             1             16  java.io.FilePermissionCollection$1 (java.base@11.0.1)
1181:             1             16  java.io.RandomAccessFile$2 (java.base@11.0.1)
1182:             1             16  java.lang.ApplicationShutdownHooks$1 (java.base@11.0.1)
1183:             1             16  java.lang.CharacterDataLatin1 (java.base@11.0.1)
1184:             1             16  java.lang.InheritableThreadLocal (java.base@11.0.1)
1185:             1             16  java.lang.Runtime (java.base@11.0.1)
1186:             1             16  java.lang.String$CaseInsensitiveComparator (java.base@11.0.1)
1187:             1             16  java.lang.StringCoding$1 (java.base@11.0.1)
1188:             1             16  java.lang.System$2 (java.base@11.0.1)
1189:             1             16  java.lang.System$LoggerFinder$$Lambda$73/0x0000000800196c40 (java.base@11.0.1)
1190:             1             16  java.lang.Terminator$1 (java.base@11.0.1)
1191:             1             16  java.lang.invoke.ClassSpecializer$1 (java.base@11.0.1)
1192:             1             16  java.lang.invoke.MemberName$Factory (java.base@11.0.1)
1193:             1             16  java.lang.invoke.MethodHandleImpl$1 (java.base@11.0.1)
1194:             1             16  java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$1 (java.base@11.0.1)
1195:             1             16  java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$2 (java.base@11.0.1)
1196:             1             16  java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$3 (java.base@11.0.1)
1197:             1             16  java.lang.invoke.VarHandle$1 (java.base@11.0.1)
1198:             1             16  java.lang.management.DefaultPlatformMBeanProvider (java.management@11.0.1)
1199:             1             16  java.lang.management.DefaultPlatformMBeanProvider$10$$Lambda$85/0x0000000800192840 (java.management@11.0.1)
1200:             1             16  java.lang.management.DefaultPlatformMBeanProvider$5$$Lambda$78/0x0000000800195440 (java.management@11.0.1)
1201:             1             16  java.lang.management.DefaultPlatformMBeanProvider$5$$Lambda$79/0x0000000800194840 (java.management@11.0.1)
1202:             1             16  java.lang.management.ManagementFactory$$Lambda$44/0x000000080015c840 (java.management@11.0.1)
1203:             1             16  java.lang.management.ManagementFactory$$Lambda$74/0x0000000800196440 (java.management@11.0.1)
1204:             1             16  java.lang.management.ManagementFactory$$Lambda$75/0x0000000800195840 (java.management@11.0.1)
1205:             1             16  java.lang.management.ManagementFactory$$Lambda$76/0x0000000800195c40 (java.management@11.0.1)
1206:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$45/0x000000080015cc40 (java.management@11.0.1)
1207:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$48/0x000000080015f840 (java.management@11.0.1)
1208:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$49/0x000000080015fc40 (java.management@11.0.1)
1209:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$51/0x000000080015e840 (java.management@11.0.1)
1210:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$55/0x000000080015dc40 (java.management@11.0.1)
1211:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$56/0x0000000800168040 (java.management@11.0.1)
1212:             1             16  java.lang.module.ModuleDescriptor$1 (java.base@11.0.1)
1213:             1             16  java.lang.ref.Cleaner (java.base@11.0.1)
1214:             1             16  java.lang.ref.Cleaner$1 (java.base@11.0.1)
1215:             1             16  java.lang.ref.Reference$1 (java.base@11.0.1)
1216:             1             16  java.lang.reflect.Proxy$$Lambda$83/0x0000000800193c40 (java.base@11.0.1)
1217:             1             16  java.lang.reflect.ReflectAccess (java.base@11.0.1)
1218:             1             16  java.net.InetAddress$2 (java.base@11.0.1)
1219:             1             16  java.net.InetAddress$PlatformNameService (java.base@11.0.1)
1220:             1             16  java.net.URI$1 (java.base@11.0.1)
1221:             1             16  java.net.URL$3 (java.base@11.0.1)
1222:             1             16  java.net.URL$DefaultFactory (java.base@11.0.1)
1223:             1             16  java.nio.Bits$1 (java.base@11.0.1)
1224:             1             16  java.nio.Buffer$1 (java.base@11.0.1)
1225:             1             16  java.security.AllPermission (java.base@11.0.1)
1226:             1             16  java.security.ProtectionDomain$JavaSecurityAccessImpl (java.base@11.0.1)
1227:             1             16  java.text.MessageFormat$Field (java.base@11.0.1)
1228:             1             16  java.util.Collections$EmptyEnumeration (java.base@11.0.1)
1229:             1             16  java.util.Collections$EmptyIterator (java.base@11.0.1)
1230:             1             16  java.util.Collections$EmptyList (java.base@11.0.1)
1231:             1             16  java.util.Collections$EmptySet (java.base@11.0.1)
1232:             1             16  java.util.EnumMap$1 (java.base@11.0.1)
1233:             1             16  java.util.IdentityHashMap$Values (java.base@11.0.1)
1234:             1             16  java.util.ResourceBundle$1 (java.base@11.0.1)
1235:             1             16  java.util.ResourceBundle$Control (java.base@11.0.1)
1236:             1             16  java.util.Spliterators$EmptySpliterator$OfDouble (java.base@11.0.1)
1237:             1             16  java.util.Spliterators$EmptySpliterator$OfInt (java.base@11.0.1)
1238:             1             16  java.util.Spliterators$EmptySpliterator$OfLong (java.base@11.0.1)
1239:             1             16  java.util.Spliterators$EmptySpliterator$OfRef (java.base@11.0.1)
1240:             1             16  java.util.Timer$1 (java.base@11.0.1)
1241:             1             16  java.util.concurrent.ForkJoinPool$1 (java.base@11.0.1)
1242:             1             16  java.util.concurrent.ForkJoinPool$DefaultForkJoinWorkerThreadFactory (java.base@11.0.1)
1243:             1             16  java.util.concurrent.ThreadPoolExecutor$AbortPolicy (java.base@11.0.1)
1244:             1             16  java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock (java.base@11.0.1)
1245:             1             16  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter (java.base@11.0.1)
1246:             1             16  java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock (java.base@11.0.1)
1247:             1             16  java.util.function.Function$$Lambda$50/0x000000080015f040 (java.base@11.0.1)
1248:             1             16  java.util.jar.JavaUtilJarAccessImpl (java.base@11.0.1)
1249:             1             16  java.util.logging.Level$$Lambda$66/0x0000000800190040 (java.logging@11.0.1)
1250:             1             16  java.util.logging.Level$KnownLevel$$Lambda$67/0x0000000800190440 (java.logging@11.0.1)
1251:             1             16  java.util.logging.LogManager$1 (java.logging@11.0.1)
1252:             1             16  java.util.logging.LogManager$LoggingProviderAccess (java.logging@11.0.1)
1253:             1             16  java.util.logging.LogManager$VisitedLoggers (java.logging@11.0.1)
1254:             1             16  java.util.logging.Logger$SystemLoggerHelper$1 (java.logging@11.0.1)
1255:             1             16  java.util.logging.Logging (java.logging@11.0.1)
1256:             1             16  java.util.regex.CharPredicates$$Lambda$38/0x000000080012f040 (java.base@11.0.1)
1257:             1             16  java.util.regex.CharPredicates$$Lambda$40/0x0000000800150040 (java.base@11.0.1)
1258:             1             16  java.util.regex.Pattern$$Lambda$39/0x000000080012f440 (java.base@11.0.1)
1259:             1             16  java.util.regex.Pattern$1 (java.base@11.0.1)
1260:             1             16  java.util.regex.Pattern$LastNode (java.base@11.0.1)
1261:             1             16  java.util.regex.Pattern$Node (java.base@11.0.1)
1262:             1             16  java.util.stream.Collectors$$Lambda$5/0x0000000800061440 (java.base@11.0.1)
1263:             1             16  java.util.stream.Collectors$$Lambda$52/0x000000080015ec40 (java.base@11.0.1)
1264:             1             16  java.util.stream.Collectors$$Lambda$6/0x0000000800061840 (java.base@11.0.1)
1265:             1             16  java.util.stream.Collectors$$Lambda$61/0x0000000800169440 (java.base@11.0.1)
1266:             1             16  java.util.stream.Collectors$$Lambda$62/0x0000000800169840 (java.base@11.0.1)
1267:             1             16  java.util.stream.Collectors$$Lambda$63/0x0000000800169c40 (java.base@11.0.1)
1268:             1             16  java.util.stream.Collectors$$Lambda$7/0x0000000800061c40 (java.base@11.0.1)
1269:             1             16  java.util.stream.Collectors$$Lambda$8/0x0000000800062040 (java.base@11.0.1)
1270:             1             16  java.util.stream.Collectors$$Lambda$80/0x0000000800194c40 (java.base@11.0.1)
1271:             1             16  java.util.stream.Collectors$$Lambda$82/0x0000000800193840 (java.base@11.0.1)
1272:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$10/0x0000000800062840 (java.base@11.0.1)
1273:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$11/0x0000000800062c40 (java.base@11.0.1)
1274:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$12/0x0000000800063040 (java.base@11.0.1)
1275:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$13/0x0000000800063440 (java.base@11.0.1)
1276:             1             16  java.util.zip.ZipFile$1 (java.base@11.0.1)
1277:             1             16  javax.management.JMX (java.management@11.0.1)
1278:             1             16  javax.management.MBeanServerBuilder (java.management@11.0.1)
1279:             1             16  javax.management.NotificationBroadcasterSupport$1 (java.management@11.0.1)
1280:             1             16  jdk.internal.jimage.ImageBufferCache$1 (java.base@11.0.1)
1281:             1             16  jdk.internal.jimage.ImageBufferCache$2 (java.base@11.0.1)
1282:             1             16  jdk.internal.jimage.ImageReaderFactory$1 (java.base@11.0.1)
1283:             1             16  jdk.internal.jimage.ImageStringsReader (java.base@11.0.1)
1284:             1             16  jdk.internal.jimage.decompressor.Decompressor (java.base@11.0.1)
1285:             1             16  jdk.internal.logger.BootstrapLogger$DetectBackend$1 (java.base@11.0.1)
1286:             1             16  jdk.internal.logger.LazyLoggers$1 (java.base@11.0.1)
1287:             1             16  jdk.internal.logger.LazyLoggers$LazyLoggerFactories (java.base@11.0.1)
1288:             1             16  jdk.internal.math.FloatingDecimal$1 (java.base@11.0.1)
1289:             1             16  jdk.internal.misc.TerminatingThreadLocal$1 (java.base@11.0.1)
1290:             1             16  jdk.internal.misc.Unsafe (java.base@11.0.1)
1291:             1             16  jdk.internal.module.DefaultRoots$$Lambda$1/0x0000000800060040 (java.base@11.0.1)
1292:             1             16  jdk.internal.module.DefaultRoots$$Lambda$2/0x0000000800060840 (java.base@11.0.1)
1293:             1             16  jdk.internal.module.DefaultRoots$$Lambda$4/0x0000000800061040 (java.base@11.0.1)
1294:             1             16  jdk.internal.module.DefaultRoots$$Lambda$9/0x0000000800062440 (java.base@11.0.1)
1295:             1             16  jdk.internal.module.IllegalAccessLogger$$Lambda$70/0x0000000800197040 (java.base@11.0.1)
1296:             1             16  jdk.internal.module.ModulePatcher (java.base@11.0.1)
1297:             1             16  jdk.internal.module.ModuleTarget (java.base@11.0.1)
1298:             1             16  jdk.internal.perf.Perf (java.base@11.0.1)
1299:             1             16  jdk.internal.reflect.BootstrapConstructorAccessorImpl (java.base@11.0.1)
1300:             1             16  jdk.internal.reflect.ClassDefiner$1 (java.base@11.0.1)
1301:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor1 (java.base@11.0.1)
1302:             1             16  jdk.internal.reflect.Label (java.base@11.0.1)
1303:             1             16  jdk.internal.reflect.ReflectionFactory (java.base@11.0.1)
1304:             1             16  jdk.internal.util.Preconditions$1 (java.base@11.0.1)
1305:             1             16  jdk.management.jfr.SettingDescriptorInfo$1 (jdk.management.jfr@11.0.1)
1306:             1             16  jdk.net.ExtendedSocketOptions$1 (jdk.net@11.0.1)
1307:             1             16  jdk.net.MacOSXSocketOptions (jdk.net@11.0.1)
1308:             1             16  jdk.net.MacOSXSocketOptions$$Lambda$17/0x00000008000ab040 (jdk.net@11.0.1)
1309:             1             16  org.sqlite.JDBC
1310:             1             16  org.sqlite.date.FastDateFormat$1
1311:             1             16  org.sqlite.date.FastDateParser$1
1312:             1             16  org.sqlite.date.FastDateParser$2
1313:             1             16  org.sqlite.date.FastDateParser$3
1314:             1             16  org.sqlite.date.FastDateParser$4
1315:             1             16  org.sqlite.date.FastDatePrinter$TwoDigitMonthField
1316:             1             16  sun.management.ClassLoadingImpl (java.management@11.0.1)
1317:             1             16  sun.management.ManagementFactoryHelper$LoggingMXBeanAccess$1 (java.management@11.0.1)
1318:             1             16  sun.misc.Unsafe (jdk.unsupported@11.0.1)
1319:             1             16  sun.net.DefaultProgressMeteringPolicy (java.base@11.0.1)
1320:             1             16  sun.net.spi.DefaultProxySelector (java.base@11.0.1)
1321:             1             16  sun.net.www.protocol.file.Handler (java.base@11.0.1)
1322:             1             16  sun.net.www.protocol.jar.Handler (java.base@11.0.1)
1323:             1             16  sun.net.www.protocol.jar.JarFileFactory (java.base@11.0.1)
1324:             1             16  sun.net.www.protocol.jrt.Handler (java.base@11.0.1)
1325:             1             16  sun.net.www.protocol.jrt.JavaRuntimeURLConnection$$Lambda$16/0x00000008000abc40 (java.base@11.0.1)
1326:             1             16  sun.nio.ch.FileChannelImpl$1 (java.base@11.0.1)
1327:             1             16  sun.nio.ch.IOUtil$1 (java.base@11.0.1)
1328:             1             16  sun.nio.fs.NativeBuffers$1 (java.base@11.0.1)
1329:             1             16  sun.reflect.generics.tree.LongSignature (java.base@11.0.1)
1330:             1             16  sun.reflect.generics.tree.TypeVariableSignature (java.base@11.0.1)
1331:             1             16  sun.reflect.generics.tree.VoidDescriptor (java.base@11.0.1)
1332:             1             16  sun.security.action.GetBooleanAction (java.base@11.0.1)
1333:             1             16  sun.security.provider.NativePRNG (java.base@11.0.1)
1334:             1             16  sun.util.calendar.Gregorian (java.base@11.0.1)
1335:             1             16  sun.util.cldr.CLDRBaseLocaleDataMetaInfo (java.base@11.0.1)
1336:             1             16  sun.util.locale.InternalLocaleBuilder$CaseInsensitiveChar (java.base@11.0.1)
1337:             1             16  sun.util.locale.provider.CalendarDataUtility$CalendarWeekParameterGetter (java.base@11.0.1)
1338:             1             16  sun.util.locale.provider.TimeZoneNameUtility$TimeZoneNameGetter (java.base@11.0.1)
1339:             1             16  sun.util.logging.internal.LoggingProviderImpl (java.logging@11.0.1)
1340:             1             16  sun.util.resources.LocaleData$LocaleDataStrategy (java.base@11.0.1)
1341:             1             16  sun.util.resources.cldr.provider.CLDRLocaleDataMetaInfo (jdk.localedata@11.0.1)
Total       1292154       81937104
